年,月,日,时间,水位(m),流量(m3/s),含沙量(kg/m3) ,排沙量
2018.0,2.0,28.0,14:00,42.52,534,1.658,885.372
2018.0,2.0,28.0,16:00,42.51,520,1.612,838.24
2018.0,2.0,28.0,20:00,42.52,516,1.566,808.056
2018.0,3.0,1.0,0:00,42.54,520,1.52,790.4
2018.0,3.0,1.0,1:00,42.6,530,1.474,781.22
2018.0,3.0,1.0,3:00,42.58,558,1.428,796.824
2018.0,3.0,1.0,4:00,42.53,549,1.3820000000000001,758.7180000000001
2018.0,3.0,1.0,6:00,42.49,525,1.336,701.4000000000001
2018.0,3.0,1.0,8:00,42.53,507,1.29,654.03
2018.0,3.0,1.0,10:00,42.58,525,1.2833333333333334,673.75
2018.0,3.0,1.0,11:00,42.660000000000004,549,1.2766666666666666,700.89
2018.0,3.0,1.0,12:00,42.75,590,1.27,749.3
2018.0,3.0,1.0,13:00,42.7,644,1.2633333333333334,813.5866666666667
2018.0,3.0,1.0,14:00,42.68,614,1.2566666666666666,771.5933333333332
2018.0,3.0,1.0,16:00,42.65,602,1.25,752.5
2018.0,3.0,1.0,18:00,42.58,585,1.2433333333333334,727.35
2018.0,3.0,1.0,20:00,42.54,549,1.2366666666666666,678.93
2018.0,3.0,1.0,22:00,42.550000000000004,530,1.23,651.9
2018.0,3.0,2.0,0:00,42.54,534,1.2233333333333334,653.26
2018.0,3.0,2.0,4:00,42.550000000000004,530,1.2166666666666666,644.8333333333333
2018.0,3.0,2.0,8:00,42.6,534,1.21,646.14
2018.0,3.0,2.0,12:00,42.56,558,1.23,686.34
2018.0,3.0,2.0,13:00,42.53,539,1.25,673.75
2018.0,3.0,2.0,14:00,42.5,525,1.27,666.75
2018.0,3.0,2.0,15:00,42.480000000000004,512,1.29,660.48
2018.0,3.0,2.0,16:00,42.47,503,1.3099999999999998,658.93
2018.0,3.0,2.0,20:00,42.5,499,1.3299999999999998,663.67
2018.0,3.0,3.0,0:00,42.480000000000004,512,1.3499999999999999,691.1999999999999
2018.0,3.0,3.0,4:00,42.46,503,1.3699999999999999,689.1099999999999
2018.0,3.0,3.0,8:00,42.46,495,1.39,688.05
2018.0,3.0,3.0,12:00,42.45,495,1.48125,733.21875
2018.0,3.0,3.0,14:00,42.45,491,1.5725,772.0975
2018.0,3.0,3.0,16:00,42.47,495,1.6637499999999998,823.55625
2018.0,3.0,3.0,20:00,42.46,499,1.755,875.7449999999999
2018.0,3.0,4.0,0:00,42.47,495,1.84625,913.89375
2018.0,3.0,4.0,4:00,42.49,499,1.9375,966.8125
2018.0,3.0,4.0,5:00,42.52,507,2.02875,1028.57625
2018.0,3.0,4.0,8:00,42.52,520,2.12,1102.4
2018.0,3.0,4.0,10:00,42.6,520,2.1033333333333335,1093.7333333333333
2018.0,3.0,4.0,12:00,42.64,558,2.086666666666667,1164.3600000000001
2018.0,3.0,4.0,14:00,42.660000000000004,579,2.0700000000000003,1198.5300000000002
2018.0,3.0,4.0,16:00,42.72,590,2.0533333333333332,1211.4666666666667
2018.0,3.0,4.0,18:00,42.74,626,2.0366666666666666,1274.9533333333334
2018.0,3.0,4.0,19:00,42.730000000000004,638,2.02,1288.76
2018.0,3.0,4.0,20:00,42.660000000000004,632,2.0033333333333334,1266.1066666666668
2018.0,3.0,4.0,21:00,42.61,590,1.9866666666666666,1172.1333333333332
2018.0,3.0,4.0,23:00,42.61,563,1.97,1109.11
2018.0,3.0,5.0,0:00,42.59,563,1.9533333333333334,1099.7266666666667
2018.0,3.0,5.0,4:00,42.61,553,1.9366666666666665,1070.9766666666667
2018.0,3.0,5.0,8:00,42.61,563,1.92,1080.96
2018.0,3.0,5.0,12:00,42.620000000000005,563,1.958181818181818,1102.4563636363634
2018.0,3.0,5.0,14:00,42.61,569,1.9963636363636363,1135.9309090909092
2018.0,3.0,5.0,16:00,42.620000000000005,563,2.0345454545454547,1145.449090909091
2018.0,3.0,5.0,18:00,42.69,569,2.0727272727272728,1179.3818181818183
2018.0,3.0,5.0,19:00,42.74,608,2.110909090909091,1283.4327272727273
2018.0,3.0,5.0,20:00,42.72,638,2.149090909090909,1371.12
2018.0,3.0,5.0,22:00,42.68,626,2.187272727272727,1369.232727272727
2018.0,3.0,6.0,0:00,42.660000000000004,602,2.2254545454545456,1339.7236363636364
2018.0,3.0,6.0,2:00,42.67,590,2.2636363636363637,1335.5454545454545
2018.0,3.0,6.0,4:00,42.660000000000004,596,2.3018181818181818,1371.8836363636362
2018.0,3.0,6.0,8:00,42.660000000000004,590,2.34,1380.6
2018.0,3.0,6.0,12:00,42.63,579,2.3649999999999998,1369.3349999999998
2018.0,3.0,6.0,16:00,42.620000000000005,574,2.39,1371.8600000000001
2018.0,3.0,6.0,20:00,42.6,569,2.415,1374.135
2018.0,3.0,7.0,0:00,42.6,558,2.44,1361.52
2018.0,3.0,7.0,4:00,42.61,558,2.4650000000000003,1375.4700000000003
2018.0,3.0,7.0,8:00,42.59,563,2.49,1401.8700000000001
2018.0,3.0,7.0,10:00,42.620000000000005,553,2.46,1360.3799999999999
2018.0,3.0,7.0,12:00,42.660000000000004,569,2.43,1382.67
2018.0,3.0,7.0,15:00,42.71,590,2.4000000000000004,1416.0000000000002
2018.0,3.0,7.0,16:00,42.65,620,2.37,1469.4
2018.0,3.0,7.0,18:00,42.620000000000005,520,2.34,1216.8
2018.0,3.0,7.0,19:00,42.620000000000005,505,2.31,1166.55
2018.0,3.0,7.0,20:00,42.6,505,2.2800000000000002,1151.4
2018.0,3.0,8.0,0:00,42.61,496,2.25,1116.0
2018.0,3.0,8.0,4:00,42.67,501,2.2199999999999998,1112.2199999999998
2018.0,3.0,8.0,8:00,42.72,529,2.19,1158.51
2018.0,3.0,8.0,9:00,42.76,555,2.1614285714285715,1199.5928571428572
2018.0,3.0,8.0,10:00,42.81,576,2.132857142857143,1228.5257142857145
2018.0,3.0,8.0,11:00,42.84,604,2.104285714285714,1270.9885714285713
2018.0,3.0,8.0,12:00,42.870000000000005,621,2.0757142857142856,1289.0185714285715
2018.0,3.0,8.0,13:00,42.88,637,2.047142857142857,1304.03
2018.0,3.0,8.0,16:00,42.78,615,2.0185714285714287,1241.4214285714286
2018.0,3.0,8.0,18:00,42.72,560,1.99,1114.4
2018.0,3.0,8.0,19:00,42.7,555,1.9614285714285715,1088.5928571428572
2018.0,3.0,8.0,20:00,42.67,544,1.9328571428571428,1051.4742857142858
2018.0,3.0,8.0,22:00,42.65,529,1.9042857142857144,1007.3671428571429
2018.0,3.0,8.0,23:00,42.65,520,1.8757142857142857,975.3714285714285
2018.0,3.0,9.0,0:00,42.65,520,1.8471428571428572,960.5142857142857
2018.0,3.0,9.0,4:00,42.65,520,1.8185714285714285,945.6571428571428
2018.0,3.0,9.0,8:00,42.67,520,1.79,930.8000000000001
2018.0,3.0,9.0,12:00,42.65,529,1.8,952.2
2018.0,3.0,9.0,14:00,42.67,520,1.81,941.2
2018.0,3.0,9.0,16:00,42.65,529,1.82,962.7800000000001
2018.0,3.0,9.0,20:00,42.660000000000004,520,1.83,951.6
2018.0,3.0,10.0,0:00,42.68,524,1.84,964.1600000000001
2018.0,3.0,10.0,4:00,42.67,534,1.85,987.9000000000001
2018.0,3.0,10.0,8:00,42.67,529,1.86,983.94
2018.0,3.0,10.0,12:00,42.65,529,1.9314285714285715,1021.7257142857143
2018.0,3.0,10.0,15:00,42.67,520,2.0028571428571427,1041.4857142857143
2018.0,3.0,10.0,16:00,42.660000000000004,529,2.0742857142857143,1097.297142857143
2018.0,3.0,10.0,20:00,42.7,524,2.145714285714286,1124.3542857142859
2018.0,3.0,11.0,0:00,42.660000000000004,614,2.217142857142857,1361.3257142857142
2018.0,3.0,11.0,4:00,42.67,590,2.2885714285714283,1350.2571428571428
2018.0,3.0,11.0,8:00,42.7,596,2.36,1406.56
2018.0,3.0,11.0,12:00,42.69,614,2.4966666666666666,1532.9533333333334
2018.0,3.0,11.0,16:00,42.68,608,2.6333333333333333,1601.0666666666666
2018.0,3.0,11.0,20:00,42.68,602,2.77,1667.54
2018.0,3.0,12.0,0:00,42.68,602,2.9066666666666667,1749.8133333333333
2018.0,3.0,12.0,4:00,42.68,602,3.0433333333333334,1832.0866666666668
2018.0,3.0,12.0,8:00,42.68,602,3.18,1914.3600000000001
2018.0,3.0,12.0,10:00,42.67,602,2.99,1799.98
2018.0,3.0,12.0,12:00,42.67,596,2.915714285714286,1737.7657142857145
2018.0,3.0,12.0,14:00,42.69,596,2.8414285714285716,1693.4914285714287
2018.0,3.0,12.0,16:00,42.660000000000004,608,2.7671428571428573,1682.4228571428573
2018.0,3.0,12.0,20:00,42.67,590,2.692857142857143,1588.7857142857144
2018.0,3.0,13.0,0:00,42.67,596,2.6185714285714288,1560.6685714285716
2018.0,3.0,13.0,4:00,42.69,596,2.5442857142857145,1516.3942857142858
2018.0,3.0,13.0,8:00,42.67,608,2.47,1501.7600000000002
2018.0,3.0,13.0,12:00,42.660000000000004,596,2.415,1439.34
2018.0,3.0,13.0,16:00,42.67,590,2.3600000000000003,1392.4
2018.0,3.0,13.0,20:00,42.7,596,2.305,1373.7800000000002
2018.0,3.0,14.0,0:00,42.67,614,2.25,1381.5
2018.0,3.0,14.0,4:00,42.67,596,2.1950000000000003,1308.2200000000003
2018.0,3.0,14.0,8:00,42.660000000000004,596,2.14,1275.44
2018.0,3.0,14.0,12:00,42.660000000000004,590,2.1550000000000002,1271.45
2018.0,3.0,14.0,16:00,42.65,590,2.17,1280.3
2018.0,3.0,14.0,20:00,42.660000000000004,585,2.185,1278.2250000000001
2018.0,3.0,15.0,0:00,42.660000000000004,590,2.2,1298.0
2018.0,3.0,15.0,4:00,42.660000000000004,590,2.215,1306.85
2018.0,3.0,15.0,8:00,42.71,590,2.23,1315.7
2018.0,3.0,15.0,12:00,42.74,620,2.28125,1414.375
2018.0,3.0,15.0,14:00,42.77,638,2.3325,1488.135
2018.0,3.0,15.0,16:00,42.79,657,2.38375,1566.12375
2018.0,3.0,15.0,20:00,42.75,670,2.435,1631.45
2018.0,3.0,15.0,21:00,42.71,644,2.48625,1601.145
2018.0,3.0,16.0,0:00,42.7,620,2.5375,1573.25
2018.0,3.0,16.0,4:00,42.72,614,2.58875,1589.4925
2018.0,3.0,16.0,8:00,42.72,626,2.64,1652.64
2018.0,3.0,16.0,12:00,42.72,620,2.592857142857143,1607.5714285714287
2018.0,3.0,16.0,14:00,42.72,626,2.545714285714286,1593.6171428571429
2018.0,3.0,16.0,16:00,42.71,626,2.4985714285714287,1564.1057142857144
2018.0,3.0,16.0,20:00,42.730000000000004,620,2.4514285714285715,1519.8857142857144
2018.0,3.0,17.0,0:00,42.75,632,2.4042857142857144,1519.5085714285715
2018.0,3.0,17.0,4:00,42.74,644,2.357142857142857,1518.0
2018.0,3.0,17.0,8:00,42.74,638,2.31,1473.78
2018.0,3.0,17.0,12:00,42.75,638,2.2814285714285716,1455.5514285714287
2018.0,3.0,17.0,14:00,42.75,644,2.2528571428571427,1450.84
2018.0,3.0,17.0,16:00,42.74,644,2.224285714285714,1432.44
2018.0,3.0,17.0,20:00,42.75,638,2.1957142857142857,1400.8657142857144
2018.0,3.0,18.0,0:00,42.75,644,2.1671428571428573,1395.64
2018.0,3.0,18.0,4:00,42.78,644,2.1385714285714283,1377.2399999999998
2018.0,3.0,18.0,8:00,42.77,663,2.11,1398.9299999999998
2018.0,3.0,18.0,12:00,42.77,657,2.1728571428571426,1427.5671428571427
2018.0,3.0,18.0,14:00,42.76,657,2.2357142857142858,1468.8642857142856
2018.0,3.0,18.0,16:00,42.79,651,2.2985714285714285,1496.37
2018.0,3.0,18.0,20:00,42.79,670,2.361428571428571,1582.1571428571426
2018.0,3.0,19.0,0:00,42.800000000000004,670,2.424285714285714,1624.2714285714283
2018.0,3.0,19.0,4:00,42.82,676,2.487142857142857,1681.3085714285714
2018.0,3.0,19.0,8:00,42.83,689,2.55,1756.9499999999998
2018.0,3.0,19.0,12:00,42.82,696,2.6216666666666666,1824.6799999999998
2018.0,3.0,19.0,16:00,42.82,689,2.6933333333333334,1855.7066666666667
2018.0,3.0,19.0,20:00,42.83,689,2.7649999999999997,1905.0849999999998
2018.0,3.0,20.0,0:00,42.83,696,2.8366666666666664,1974.32
2018.0,3.0,20.0,4:00,42.84,696,2.908333333333333,2024.1999999999998
2018.0,3.0,20.0,8:00,42.85,703,2.98,2094.94
2018.0,3.0,20.0,12:00,42.86,709,3.0942857142857143,2193.8485714285716
2018.0,3.0,20.0,14:00,42.870000000000005,716,3.2085714285714286,2297.3371428571427
2018.0,3.0,20.0,16:00,42.89,723,3.322857142857143,2402.4257142857145
2018.0,3.0,20.0,20:00,42.89,736,3.437142857142857,2529.7371428571428
2018.0,3.0,21.0,0:00,42.9,736,3.551428571428571,2613.851428571428
2018.0,3.0,21.0,4:00,42.92,743,3.6657142857142855,2723.625714285714
2018.0,3.0,21.0,8:00,42.94,757,3.78,2861.46
2018.0,3.0,21.0,10:00,42.96,771,3.8049999999999997,2933.6549999999997
2018.0,3.0,21.0,12:00,42.95,825,3.83,3159.75
2018.0,3.0,21.0,14:00,42.96,817,3.855,3149.535
2018.0,3.0,21.0,16:00,42.97,825,3.88,3201.0
2018.0,3.0,21.0,20:00,42.96,834,3.905,3256.77
2018.0,3.0,22.0,0:00,42.97,825,3.9299999999999997,3242.2499999999995
2018.0,3.0,22.0,4:00,42.97,834,3.955,3298.4700000000003
2018.0,3.0,22.0,8:00,42.97,834,3.98,3319.32
2018.0,3.0,22.0,12:00,42.980000000000004,834,3.9316666666666666,3279.0099999999998
2018.0,3.0,22.0,16:00,42.980000000000004,843,3.8833333333333333,3273.65
2018.0,3.0,22.0,20:00,43.0,843,3.835,3232.9049999999997
2018.0,3.0,23.0,0:00,43.01,861,3.7866666666666666,3260.32
2018.0,3.0,23.0,4:00,43.01,870,3.7383333333333333,3252.35
2018.0,3.0,23.0,8:00,43.02,870,3.69,3210.2999999999997
2018.0,3.0,23.0,12:00,43.01,870,3.7685714285714287,3278.657142857143
2018.0,3.0,23.0,16:00,43.03,888,3.847142857142857,3416.262857142857
2018.0,3.0,23.0,18:00,43.01,870,3.9257142857142857,3415.3714285714286
2018.0,3.0,23.0,20:00,42.980000000000004,843,4.0042857142857144,3375.612857142857
2018.0,3.0,24.0,0:00,43.01,870,4.082857142857143,3552.0857142857144
2018.0,3.0,24.0,4:00,43.03,888,4.161428571428572,3695.348571428572
2018.0,3.0,24.0,8:00,43.050000000000004,907,4.24,3845.6800000000003
2018.0,3.0,24.0,12:00,43.02,879,4.2371428571428575,3724.448571428572
2018.0,3.0,24.0,16:00,43.01,870,4.234285714285714,3683.828571428571
2018.0,3.0,24.0,20:00,43.050000000000004,907,4.231428571428571,3837.905714285714
2018.0,3.0,24.0,22:00,43.050000000000004,907,4.228571428571429,3835.3142857142857
2018.0,3.0,25.0,0:00,43.08,936,4.225714285714286,3955.2685714285717
2018.0,3.0,25.0,4:00,43.09,947,4.222857142857142,3999.045714285714
2018.0,3.0,25.0,8:00,43.1,957,4.22,4038.54
2018.0,3.0,25.0,12:00,43.1,957,4.191666666666666,4011.4249999999997
2018.0,3.0,25.0,16:00,43.120000000000005,977,4.163333333333333,4067.5766666666664
2018.0,3.0,25.0,20:00,43.1,957,4.135,3957.1949999999997
2018.0,3.0,26.0,0:00,43.11,967,4.1066666666666665,3971.1466666666665
2018.0,3.0,26.0,4:00,43.120000000000005,977,4.078333333333333,3984.5316666666663
2018.0,3.0,26.0,8:00,43.11,967,4.05,3916.35
2018.0,3.0,26.0,12:00,43.120000000000005,977,3.97875,3887.23875
2018.0,3.0,26.0,14:00,43.1,957,3.9074999999999998,3739.4775
2018.0,3.0,26.0,16:00,43.1,957,3.8362499999999997,3671.2912499999998
2018.0,3.0,26.0,20:00,43.11,967,3.7649999999999997,3640.7549999999997
2018.0,3.0,27.0,0:00,43.120000000000005,977,3.69375,3608.7937500000003
2018.0,3.0,27.0,3:00,43.14,997,3.6225,3611.6325
2018.0,3.0,27.0,4:00,43.13,987,3.55125,3505.0837500000002
2018.0,3.0,27.0,8:00,43.13,987,3.48,3434.7599999999998
2018.0,3.0,27.0,12:00,43.120000000000005,977,3.434285714285714,3355.2971428571427
2018.0,3.0,27.0,14:00,43.09,947,3.388571428571429,3208.977142857143
2018.0,3.0,27.0,16:00,43.09,947,3.342857142857143,3165.6857142857143
2018.0,3.0,27.0,20:00,43.1,957,3.297142857142857,3155.365714285714
2018.0,3.0,28.0,0:00,43.11,967,3.2514285714285713,3144.1314285714284
2018.0,3.0,28.0,4:00,43.120000000000005,977,3.205714285714286,3131.9828571428575
2018.0,3.0,28.0,8:00,43.11,967,3.16,3055.7200000000003
2018.0,3.0,28.0,12:00,43.09,947,3.1500000000000004,2983.05
2018.0,3.0,28.0,14:00,43.1,957,3.14,3004.98
2018.0,3.0,28.0,16:00,43.09,947,3.13,2964.1099999999997
2018.0,3.0,28.0,20:00,43.09,947,3.12,2954.6400000000003
2018.0,3.0,28.0,22:00,43.1,957,3.1100000000000003,2976.2700000000004
2018.0,3.0,29.0,0:00,43.08,936,3.1,2901.6
2018.0,3.0,29.0,4:00,43.09,947,3.09,2926.23
2018.0,3.0,29.0,8:00,43.09,947,3.08,2916.76
2018.0,3.0,29.0,12:00,43.07,926,3.06,2833.56
2018.0,3.0,29.0,16:00,43.06,917,3.04,2787.68
2018.0,3.0,29.0,20:00,43.06,917,3.02,2769.34
2018.0,3.0,30.0,0:00,43.07,926,3.0,2778.0
2018.0,3.0,30.0,4:00,43.08,936,2.98,2789.28
2018.0,3.0,30.0,8:00,43.09,947,2.96,2803.12
2018.0,3.0,30.0,12:00,43.1,957,2.8985714285714286,2773.9328571428573
2018.0,3.0,30.0,16:00,43.09,947,2.837142857142857,2686.7742857142857
2018.0,3.0,30.0,18:00,43.08,936,2.775714285714286,2598.0685714285714
2018.0,3.0,30.0,20:00,43.09,947,2.714285714285714,2570.428571428571
2018.0,3.0,31.0,0:00,43.09,947,2.6528571428571426,2512.255714285714
2018.0,3.0,31.0,4:00,43.09,947,2.591428571428571,2454.082857142857
2018.0,3.0,31.0,8:00,43.1,957,2.53,2421.21
2018.0,3.0,31.0,12:00,43.09,947,2.6214285714285714,2482.4928571428572
2018.0,3.0,31.0,14:00,43.07,926,2.7128571428571426,2512.105714285714
2018.0,3.0,31.0,16:00,43.09,947,2.8042857142857143,2655.6585714285716
2018.0,3.0,31.0,20:00,43.1,957,2.8957142857142855,2771.198571428571
2018.0,4.0,1.0,0:00,43.120000000000005,977,2.987142857142857,2918.4385714285713
2018.0,4.0,1.0,4:00,43.120000000000005,977,3.0785714285714283,3007.7642857142855
2018.0,4.0,1.0,8:00,43.11,967,3.17,3065.39
2018.0,4.0,1.0,12:00,43.11,967,3.348333333333333,3237.838333333333
2018.0,4.0,1.0,16:00,43.09,947,3.526666666666667,3339.7533333333336
2018.0,4.0,1.0,20:00,43.11,967,3.705,3582.735
2018.0,4.0,2.0,0:00,43.120000000000005,977,3.8833333333333333,3794.0166666666664
2018.0,4.0,2.0,4:00,43.11,967,4.0616666666666665,3927.6316666666667
2018.0,4.0,2.0,8:00,43.120000000000005,977,4.24,4142.4800000000005
2018.0,4.0,2.0,12:00,43.1,957,4.140000000000001,3961.9800000000005
2018.0,4.0,2.0,16:00,43.1,957,4.04,3866.28
2018.0,4.0,2.0,20:00,43.120000000000005,977,3.9400000000000004,3849.3800000000006
2018.0,4.0,3.0,0:00,43.13,987,3.8400000000000003,3790.0800000000004
2018.0,4.0,3.0,4:00,43.13,987,3.74,3691.38
2018.0,4.0,3.0,8:00,43.120000000000005,977,3.64,3556.28
2018.0,4.0,3.0,12:00,43.120000000000005,977,3.5366666666666666,3455.3233333333333
2018.0,4.0,3.0,16:00,43.14,997,3.4333333333333336,3423.0333333333338
2018.0,4.0,3.0,20:00,43.160000000000004,1020,3.33,3396.6
2018.0,4.0,4.0,0:00,43.15,1010,3.2266666666666666,3258.9333333333334
2018.0,4.0,4.0,4:00,43.15,1010,3.1233333333333335,3154.566666666667
2018.0,4.0,4.0,8:00,43.18,1040,3.02,3140.8
2018.0,4.0,4.0,12:00,43.18,1040,3.1942857142857144,3322.057142857143
2018.0,4.0,4.0,14:00,43.2,1060,3.3685714285714288,3570.6857142857143
2018.0,4.0,4.0,16:00,43.22,1080,3.5428571428571427,3826.285714285714
2018.0,4.0,4.0,20:00,43.230000000000004,1090,3.717142857142857,4051.6857142857143
2018.0,4.0,5.0,0:00,43.25,1110,3.8914285714285715,4319.4857142857145
2018.0,4.0,5.0,4:00,43.26,1120,4.065714285714286,4553.6
2018.0,4.0,5.0,8:00,43.28,1140,4.24,4833.6
2018.0,4.0,5.0,10:00,43.29,1160,4.198888888888889,4870.711111111111
2018.0,4.0,5.0,12:00,43.28,1140,4.157777777777778,4739.866666666667
2018.0,4.0,5.0,14:00,43.300000000000004,1170,4.116666666666667,4816.500000000001
2018.0,4.0,5.0,16:00,43.32,1190,4.075555555555556,4849.9111111111115
2018.0,4.0,5.0,18:00,43.34,1210,4.0344444444444445,4881.677777777778
2018.0,4.0,5.0,20:00,43.33,1200,3.9933333333333336,4792.0
2018.0,4.0,6.0,0:00,43.35,1220,3.9522222222222223,4821.711111111111
2018.0,4.0,6.0,4:00,43.36,1230,3.9111111111111114,4810.666666666667
2018.0,4.0,6.0,8:00,43.35,1220,3.87,4721.400000000001
2018.0,4.0,6.0,12:00,43.34,1210,3.93,4755.3
2018.0,4.0,6.0,16:00,43.32,1190,3.99,4748.1
2018.0,4.0,6.0,20:00,43.34,1210,4.050000000000001,4900.500000000001
2018.0,4.0,7.0,0:00,43.35,1220,4.11,5014.200000000001
2018.0,4.0,7.0,4:00,43.33,1200,4.17,5004.0
2018.0,4.0,7.0,8:00,43.34,1210,4.23,5118.3
2018.0,4.0,7.0,12:00,43.34,1210,4.22625,5113.762500000001
2018.0,4.0,7.0,14:00,43.35,1220,4.2225,5151.45
2018.0,4.0,7.0,16:00,43.34,1210,4.21875,5104.6875
2018.0,4.0,7.0,19:00,43.370000000000005,1310,4.215,5521.65
2018.0,4.0,7.0,20:00,43.36,1300,4.211250000000001,5474.625000000001
2018.0,4.0,8.0,0:00,43.33,1270,4.2075000000000005,5343.525000000001
2018.0,4.0,8.0,4:00,43.33,1270,4.20375,5338.762500000001
2018.0,4.0,8.0,8:00,43.33,1270,4.2,5334.0
2018.0,4.0,8.0,12:00,43.33,1270,4.11,5219.700000000001
2018.0,4.0,8.0,14:00,43.31,1250,4.0200000000000005,5025.000000000001
2018.0,4.0,8.0,16:00,43.300000000000004,1240,3.93,4873.2
2018.0,4.0,8.0,20:00,43.31,1250,3.84,4800.0
2018.0,4.0,9.0,0:00,43.32,1260,3.75,4725.0
2018.0,4.0,9.0,4:00,43.32,1260,3.66,4611.6
2018.0,4.0,9.0,8:00,43.32,1260,3.57,4498.2
2018.0,4.0,9.0,12:00,43.28,1220,3.7128571428571426,4529.685714285714
2018.0,4.0,9.0,14:00,43.27,1210,3.855714285714286,4665.414285714286
2018.0,4.0,9.0,16:00,43.27,1210,3.9985714285714287,4838.271428571428
2018.0,4.0,9.0,20:00,43.29,1230,4.1414285714285715,5093.957142857143
2018.0,4.0,10.0,0:00,43.27,1210,4.284285714285715,5183.9857142857145
2018.0,4.0,10.0,4:00,43.27,1210,4.427142857142858,5356.8428571428585
2018.0,4.0,10.0,8:00,43.27,1210,4.57,5529.700000000001
2018.0,4.0,10.0,12:00,43.26,1200,4.4071428571428575,5288.571428571429
2018.0,4.0,10.0,14:00,43.26,1200,4.244285714285715,5093.142857142858
2018.0,4.0,10.0,16:00,43.29,1230,4.081428571428572,5020.157142857143
2018.0,4.0,10.0,20:00,43.27,1210,3.918571428571429,4741.471428571429
2018.0,4.0,11.0,0:00,43.24,1180,3.7557142857142862,4431.742857142858
2018.0,4.0,11.0,4:00,43.25,1190,3.592857142857143,4275.5
2018.0,4.0,11.0,8:00,43.27,1210,3.43,4150.3
2018.0,4.0,11.0,12:00,43.29,1230,3.4316666666666666,4220.95
2018.0,4.0,11.0,16:00,43.25,1190,3.4333333333333336,4085.666666666667
2018.0,4.0,11.0,20:00,43.26,1200,3.435,4122.0
2018.0,4.0,12.0,0:00,43.26,1200,3.4366666666666665,4124.0
2018.0,4.0,12.0,4:00,43.25,1190,3.4383333333333335,4091.616666666667
2018.0,4.0,12.0,8:00,43.25,1190,3.44,4093.6
2018.0,4.0,12.0,12:00,43.22,1160,3.3166666666666664,3847.333333333333
2018.0,4.0,12.0,16:00,43.230000000000004,1170,3.1933333333333334,3736.2
2018.0,4.0,12.0,20:00,43.22,1160,3.0700000000000003,3561.2000000000003
2018.0,4.0,13.0,0:00,43.22,1160,2.9466666666666668,3418.1333333333337
2018.0,4.0,13.0,4:00,43.2,1140,2.8233333333333333,3218.6
2018.0,4.0,13.0,8:00,43.22,1160,2.7,3132.0
2018.0,4.0,13.0,12:00,43.22,1160,2.8433333333333337,3298.2666666666673
2018.0,4.0,13.0,16:00,43.21,1150,2.986666666666667,3434.666666666667
2018.0,4.0,13.0,20:00,43.19,1130,3.13,3536.9
2018.0,4.0,14.0,0:00,43.21,1150,3.2733333333333334,3764.3333333333335
2018.0,4.0,14.0,4:00,43.2,1140,3.416666666666667,3895.0000000000005
2018.0,4.0,14.0,8:00,43.21,1150,3.56,4094.0
2018.0,4.0,14.0,12:00,43.22,1160,3.4466666666666668,3998.1333333333337
2018.0,4.0,14.0,16:00,43.2,1140,3.3333333333333335,3800.0
2018.0,4.0,14.0,20:00,43.21,1150,3.2199999999999998,3702.9999999999995
2018.0,4.0,15.0,0:00,43.230000000000004,1170,3.1066666666666665,3634.7999999999997
2018.0,4.0,15.0,4:00,43.21,1150,2.993333333333333,3442.333333333333
2018.0,4.0,15.0,8:00,43.22,1160,2.88,3340.7999999999997
2018.0,4.0,15.0,12:00,43.21,1150,2.952857142857143,3395.785714285714
2018.0,4.0,15.0,16:00,43.2,1140,3.025714285714286,3449.3142857142857
2018.0,4.0,15.0,20:00,43.21,1150,3.0985714285714288,3563.357142857143
2018.0,4.0,15.0,22:00,43.19,1130,3.1714285714285713,3583.7142857142853
2018.0,4.0,16.0,0:00,43.19,1130,3.244285714285714,3666.042857142857
2018.0,4.0,16.0,4:00,43.17,1120,3.317142857142857,3715.2
2018.0,4.0,16.0,8:00,43.18,1130,3.39,3830.7000000000003
2018.0,4.0,16.0,12:00,43.160000000000004,1110,3.2733333333333334,3633.4
2018.0,4.0,16.0,16:00,43.160000000000004,1110,3.1566666666666667,3503.9
2018.0,4.0,16.0,20:00,43.18,1130,3.04,3435.2
2018.0,4.0,17.0,0:00,43.18,1130,2.9233333333333333,3303.366666666667
2018.0,4.0,17.0,4:00,43.160000000000004,1110,2.8066666666666666,3115.4
2018.0,4.0,17.0,8:00,43.14,1090,2.69,2932.1
2018.0,4.0,17.0,12:00,43.120000000000005,1070,2.6733333333333333,2860.4666666666667
2018.0,4.0,17.0,16:00,43.120000000000005,1070,2.6566666666666667,2842.633333333333
2018.0,4.0,17.0,20:00,43.15,1100,2.6399999999999997,2903.9999999999995
2018.0,4.0,18.0,0:00,43.15,1100,2.623333333333333,2885.6666666666665
2018.0,4.0,18.0,4:00,43.15,1100,2.6066666666666665,2867.333333333333
2018.0,4.0,18.0,8:00,43.13,1080,2.59,2797.2
2018.0,4.0,18.0,12:00,43.11,1060,2.5633333333333335,2717.1333333333337
2018.0,4.0,18.0,16:00,43.1,1050,2.5366666666666666,2663.5
2018.0,4.0,18.0,20:00,43.11,1060,2.51,2660.6
2018.0,4.0,19.0,0:00,43.120000000000005,1070,2.4833333333333334,2657.1666666666665
2018.0,4.0,19.0,4:00,43.120000000000005,1070,2.456666666666667,2628.6333333333337
